6.098932772874832153e-02,3.186955582350492477e-03,1.016043592244386673e-02,9.256632924079895020e-01
9.424292445182800293e-01,7.392017636448144913e-03,7.141517940908670425e-03,4.303716123104095459e-02
1.156538259238004684e-02,6.705354899168014526e-03,9.659492969512939453e-01,1.577997021377086639e-02
1.133706048130989075e-02,6.597716826945543289e-03,9.658863544464111328e-01,1.617886871099472046e-02
2.837089449167251587e-02,9.577794671058654785e-01,8.323252201080322266e-03,5.526303779333829880e-03
1.566033363342285156e-01,4.972199909389019012e-03,1.704223267734050751e-02,8.213822841644287109e-01
9.268417358398437500e-01,1.008714828640222549e-02,1.509489212185144424e-02,4.797621071338653564e-02
5.744426324963569641e-02,3.151519689708948135e-03,9.709240868687629700e-03,9.296949505805969238e-01
1.146417390555143356e-02,6.599941290915012360e-03,9.661345481872558594e-01,1.580140180885791779e-02
5.898423865437507629e-02,3.240335965529084206e-03,9.863353334367275238e-03,9.279120564460754395e-01
2.452345378696918488e-02,9.614672064781188965e-01,8.802923373878002167e-03,5.206400994211435318e-03
1.144946366548538208e-02,6.606809329241514206e-03,9.661332964897155762e-01,1.581036299467086792e-02
2.411655709147453308e-02,9.606941342353820801e-01,9.095543064177036285e-03,6.093843374401330948e-03
2.344685047864913940e-02,9.549314975738525391e-01,1.298122107982635498e-02,8.640400134027004242e-03
9.329240918159484863e-01,8.420925587415695190e-03,1.234062574803829193e-02,4.631434753537178040e-02
2.252712845802307129e-02,9.629046916961669922e-01,9.290623478591442108e-03,5.277600605040788651e-03
5.693594366312026978e-02,2.795483451336622238e-03,9.464650414884090424e-03,9.308038353919982910e-01
5.935784056782722473e-02,3.165674861520528793e-03,9.822787716984748840e-03,9.276536703109741211e-01
9.331178069114685059e-01,9.415877051651477814e-03,1.128722634166479111e-02,4.617897793650627136e-02
9.372166991233825684e-01,7.617025636136531830e-03,9.242135100066661835e-03,4.592411220073699951e-02
1.150262542068958282e-02,6.553097628057003021e-03,9.661313891410827637e-01,1.581284403800964355e-02
1.151019800454378128e-02,6.613870617002248764e-03,9.660596251487731934e-01,1.581623964011669159e-02
9.432793855667114258e-01,6.247325334697961807e-03,9.629091247916221619e-03,4.084420949220657349e-02
