1.787007669918239117e-03,9.982130527496337891e-01
9.403679966926574707e-01,5.963207408785820007e-02
7.066252231597900391e-01,2.933747470378875732e-01
9.683641195297241211e-01,3.163594380021095276e-02
4.849902540445327759e-02,9.515010118484497070e-01
5.775101855397224426e-02,9.422490000724792480e-01
2.049320749938488007e-02,9.795067906379699707e-01
1.059292349964380264e-03,9.989407658576965332e-01
4.699096977710723877e-01,5.300902724266052246e-01
9.978880407288670540e-04,9.990021586418151855e-01
2.914112061262130737e-03,9.970858693122863770e-01
1.287703518755733967e-03,9.987123012542724609e-01
7.013296484947204590e-01,2.986703217029571533e-01
9.859895706176757812e-01,1.401045545935630798e-02
8.514902591705322266e-01,1.485096812248229980e-01
5.356378555297851562e-01,4.643622040748596191e-01
1.168570364825427532e-03,9.988314509391784668e-01
1.384262461215257645e-03,9.986157417297363281e-01
7.201024331152439117e-03,9.927989244461059570e-01
1.454650308005511761e-03,9.985454082489013672e-01
6.478091236203908920e-03,9.935219883918762207e-01
1.002301722764968872e-01,8.997698426246643066e-01
8.687456250190734863e-01,1.312543004751205444e-01
9.706225395202636719e-01,2.937751449644565582e-02
6.704615950584411621e-01,3.295384347438812256e-01
4.784804582595825195e-01,5.215195417404174805e-01
7.120515406131744385e-02,9.287949204444885254e-01
