Sample 1:
Class 0: Probability 0.05772412155166669
Class 1: Probability 0.025427852079514757
Class 2: Probability 0.07032894588801834
Class 3: Probability 0.8465190804808004
Sample 2:
Class 0: Probability 0.6970664430735184
Class 1: Probability 0.08565440680323728
Class 2: Probability 0.1473384410072271
Class 3: Probability 0.06994070911601742
Sample 3:
Class 0: Probability 0.03405471818729365
Class 1: Probability 0.14034652799687847
Class 2: Probability 0.7904506679222811
Class 3: Probability 0.03514808589354656
Sample 4:
Class 0: Probability 0.02391171387581339
Class 1: Probability 0.05592016160164301
Class 2: Probability 0.8801839613516744
Class 3: Probability 0.03998416317086941
Sample 5:
Class 0: Probability 0.06055975395654817
Class 1: Probability 0.889652857448797
Class 2: Probability 0.030227445504384227
Class 3: Probability 0.019559943090270683
Sample 6:
Class 0: Probability 0.13016738061709024
Class 1: Probability 0.05179718924033102
Class 2: Probability 0.27638631175968226
Class 3: Probability 0.5416491183828964
Sample 7:
Class 0: Probability 0.7736025365466418
Class 1: Probability 0.07766425951436355
Class 2: Probability 0.08162131749278931
Class 3: Probability 0.06711188644620518
Sample 8:
Class 0: Probability 0.006923080128036749
Class 1: Probability 0.011396046707980473
Class 2: Probability 0.009360810978603015
Class 3: Probability 0.9723200621853798
Sample 9:
Class 0: Probability 0.25583778151086806
Class 1: Probability 0.08144618474651426
Class 2: Probability 0.5822379988775663
Class 3: Probability 0.08047803486505171
Sample 10:
Class 0: Probability 0.03979161319049429
Class 1: Probability 0.022993679525165782
Class 2: Probability 0.04179356427485092
Class 3: Probability 0.895421143009489
Sample 11:
Class 0: Probability 0.08803883358936207
Class 1: Probability 0.776391653148206
Class 2: Probability 0.10835856319908581
Class 3: Probability 0.027210950063346135
Sample 12:
Class 0: Probability 0.1769931497245156
Class 1: Probability 0.07627499630880501
Class 2: Probability 0.6722870937287576
Class 3: Probability 0.07444476023792176
Sample 13:
Class 0: Probability 0.05397797841166471
Class 1: Probability 0.8718876672894168
Class 2: Probability 0.05048785791445898
Class 3: Probability 0.023646496384459637
Sample 14:
Class 0: Probability 0.016734317647718364
Class 1: Probability 0.9558563943127132
Class 2: Probability 0.014057717319199838
Class 3: Probability 0.013351570720368421
Sample 15:
Class 0: Probability 0.03600772164305915
Class 1: Probability 0.9167904160641802
Class 2: Probability 0.030165808863346518
Class 3: Probability 0.01703605342941435
Sample 16:
Class 0: Probability 0.008535253858215087
Class 1: Probability 0.9847724394316686
Class 2: Probability 0.002170152593243921
Class 3: Probability 0.004522154116872439
Sample 17:
Class 0: Probability 0.012087816762569497
Class 1: Probability 0.0157075866125281
Class 2: Probability 0.020815283619594165
Class 3: Probability 0.9513893130053085
Sample 18:
Class 0: Probability 0.1507817300794944
Class 1: Probability 0.058251491605155824
Class 2: Probability 0.31574016660448245
Class 3: Probability 0.4752266117108673
Sample 19:
Class 0: Probability 0.8048993137185343
Class 1: Probability 0.0800788984204061
Class 2: Probability 0.05689432975640064
Class 3: Probability 0.05812745810465911
Sample 20:
Class 0: Probability 0.5387547136096781
Class 1: Probability 0.08615276543338289
Class 2: Probability 0.30254259407099193
Class 3: Probability 0.07254992688594711
Sample 21:
Class 0: Probability 0.019891447478743305
Class 1: Probability 0.04270411144188225
Class 2: Probability 0.8991988421241595
Class 3: Probability 0.03820559895521494
Sample 22:
Class 0: Probability 0.06939255034574872
Class 1: Probability 0.09325006543120166
Class 2: Probability 0.7841237462243441
Class 3: Probability 0.05323363799870549
Sample 23:
Class 0: Probability 0.8162853163446827
Class 1: Probability 0.0751584115643008
Class 2: Probability 0.04828330318800655
Class 3: Probability 0.060272968903010184
