Sample 1:
Class 0: Probability 0.0053967433593529865
Class 1: Probability 0.9946032566406471
Sample 2:
Class 0: Probability 0.9999998999999902
Class 1: Probability 1.0000000994736041e-07
Sample 3:
Class 0: Probability 0.0026475158948850897
Class 1: Probability 0.9973524841051149
Sample 4:
Class 0: Probability 7.371910176955158e-14
Class 1: Probability 0.9999999999999264
Sample 5:
Class 0: Probability 0.963044323025243
Class 1: Probability 0.03695567697475706
Sample 6:
Class 0: Probability 5.685322369377994e-10
Class 1: Probability 0.9999999994314677
Sample 7:
Class 0: Probability 2.462908914445633e-11
Class 1: Probability 0.9999999999753708
Sample 8:
Class 0: Probability 4.9665769907568615e-14
Class 1: Probability 0.9999999999999504
Sample 9:
Class 0: Probability 0.004876046528680765
Class 1: Probability 0.9951239534713193
Sample 10:
Class 0: Probability 0.9999998999999902
Class 1: Probability 1.0000000994736041e-07
Sample 11:
Class 0: Probability 0.004887004678786512
Class 1: Probability 0.9951129953212136
Sample 12:
Class 0: Probability 0.9999998999999902
Class 1: Probability 1.0000000994736041e-07
Sample 13:
Class 0: Probability 2.8145802069835126e-08
Class 1: Probability 0.9999999718541979
Sample 14:
Class 0: Probability 1.9694524781592297e-10
Class 1: Probability 0.9999999998030548
Sample 15:
Class 0: Probability 5.404917207762847e-10
Class 1: Probability 0.9999999994595082
Sample 16:
Class 0: Probability 0.13479066963748484
Class 1: Probability 0.865209330362515
Sample 17:
Class 0: Probability 0.6394040896196895
Class 1: Probability 0.3605959103803105
Sample 18:
Class 0: Probability 0.14546148671515235
Class 1: Probability 0.8545385132848475
Sample 19:
Class 0: Probability 0.999817231887674
Class 1: Probability 0.00018276811232603891
Sample 20:
Class 0: Probability 1.5443830809143526e-06
Class 1: Probability 0.999998455616919
