5.593244433403015137e-01,1.126437261700630188e-01,3.137167394161224365e-01,1.431502960622310638e-02
5.374104380607604980e-01,1.162952184677124023e-01,3.315060734748840332e-01,1.478831376880407333e-02
5.068798065185546875e-01,1.148233637213706970e-01,3.638106882572174072e-01,1.448613591492176056e-02
5.183045864105224609e-01,1.136779189109802246e-01,3.538310229778289795e-01,1.418647821992635727e-02
4.068968296051025391e-01,1.169240102171897888e-01,4.617443382740020752e-01,1.443484425544738770e-02
5.435214638710021973e-01,1.116738021373748779e-01,3.304736018180847168e-01,1.433102227747440338e-02
5.423223972320556641e-01,1.115913391113281250e-01,3.321094214916229248e-01,1.397684961557388306e-02
5.355455279350280762e-01,1.133388206362724304e-01,3.367642760276794434e-01,1.435142662376165390e-02
5.337002277374267578e-01,1.113789901137351990e-01,3.412991166114807129e-01,1.362176705151796341e-02
4.335044622421264648e-01,1.183349117636680603e-01,4.336811304092407227e-01,1.447953749448060989e-02
3.727374672889709473e-01,1.218004077672958374e-01,4.893504083156585693e-01,1.611177809536457062e-02
4.519431889057159424e-01,1.172033846378326416e-01,4.164745509624481201e-01,1.437881682068109512e-02
5.211321711540222168e-01,1.129001155495643616e-01,3.517937958240509033e-01,1.417400129139423370e-02
5.463945865631103516e-01,1.125528961420059204e-01,3.267790079116821289e-01,1.427342649549245834e-02
5.527903437614440918e-01,1.134206801652908325e-01,3.195825219154357910e-01,1.420643739402294159e-02
5.481103062629699707e-01,1.146894395351409912e-01,3.229261636734008789e-01,1.427410636097192764e-02
5.085517764091491699e-01,1.144177392125129700e-01,3.626905083656311035e-01,1.434001792222261429e-02
5.570097565650939941e-01,1.124192178249359131e-01,3.164257705211639404e-01,1.414523459970951080e-02
4.598010778427124023e-01,1.152537837624549866e-01,4.106113016605377197e-01,1.433384232223033905e-02
5.572897195816040039e-01,1.120310127735137939e-01,3.163218498229980469e-01,1.435740385204553604e-02
5.580492615699768066e-01,1.123653575778007507e-01,3.153927922248840332e-01,1.419262029230594635e-02
5.436304211616516113e-01,1.155033931136131287e-01,3.264335691928863525e-01,1.443269848823547363e-02
2.868868708610534668e-01,1.093881651759147644e-01,5.885233879089355469e-01,1.520155649632215500e-02
5.036597847938537598e-01,1.185228005051612854e-01,3.627987802028656006e-01,1.501868851482868195e-02
5.213414430618286133e-01,1.144040226936340332e-01,3.500576317310333252e-01,1.419686339795589447e-02
4.628639817237854004e-01,1.227992549538612366e-01,3.986685872077941895e-01,1.566818729043006897e-02
4.576761424541473389e-01,1.157140284776687622e-01,4.124380350112915039e-01,1.417177170515060425e-02
4.580783843994140625e-01,1.202456355094909668e-01,4.057838916778564453e-01,1.589209772646427155e-02
4.653843641281127930e-01,1.187029257416725159e-01,4.011602103710174561e-01,1.475253887474536896e-02
5.563898682594299316e-01,1.117527857422828674e-01,3.176757991313934326e-01,1.418161578476428986e-02
5.497343540191650391e-01,1.125659644603729248e-01,3.234589099884033203e-01,1.424081251025199890e-02
5.594598054885864258e-01,1.112515553832054138e-01,3.148741722106933594e-01,1.441443804651498795e-02
3.743276894092559814e-01,1.146230772137641907e-01,4.961837828159332275e-01,1.486547756940126419e-02
5.246118903160095215e-01,1.156974881887435913e-01,3.452633321285247803e-01,1.442737597972154617e-02
2.168874591588973999e-01,2.067278325557708740e-01,5.479133725166320801e-01,2.847136743366718292e-02
4.960710406303405762e-01,1.194408759474754333e-01,3.690867424011230469e-01,1.540126465260982513e-02
4.558005928993225098e-01,1.258711665868759155e-01,4.024357795715332031e-01,1.589245349168777466e-02
4.482666030526161194e-02,5.249668955802917480e-01,1.267463266849517822e-01,3.034600615501403809e-01
5.207738280296325684e-01,1.159918606281280518e-01,3.486308455467224121e-01,1.460353285074234009e-02
5.147218704223632812e-01,1.189333721995353699e-01,3.514706492424011230e-01,1.487405505031347275e-02
5.642001628875732422e-01,1.102318763732910156e-01,3.116711378097534180e-01,1.389682386070489883e-02
5.374663472175598145e-01,1.147414520382881165e-01,3.335346281528472900e-01,1.425754930824041367e-02
3.330361843109130859e-01,1.232279539108276367e-01,5.278150439262390137e-01,1.592078991234302521e-02
5.173363089561462402e-01,1.144517436623573303e-01,3.537429571151733398e-01,1.446903124451637268e-02
4.378499686717987061e-01,1.270797103643417358e-01,4.186143279075622559e-01,1.645598746836185455e-02
5.429920554161071777e-01,1.133995279669761658e-01,3.291568756103515625e-01,1.445162948220968246e-02
2.648349106311798096e-01,1.270402818918228149e-01,5.911698341369628906e-01,1.695499382913112640e-02
4.501794576644897461e-01,1.169103980064392090e-01,4.182491600513458252e-01,1.466092001646757126e-02
5.274686217308044434e-01,1.139884144067764282e-01,3.442526161670684814e-01,1.429038494825363159e-02
5.500213503837585449e-01,1.134170591831207275e-01,3.223464488983154297e-01,1.421515084803104401e-02
4.563418924808502197e-01,1.194682195782661438e-01,4.098171889781951904e-01,1.437263470143079758e-02
5.363614559173583984e-01,1.144731640815734863e-01,3.349150121212005615e-01,1.425041444599628448e-02
5.607569813728332520e-01,1.122049391269683838e-01,3.128340840339660645e-01,1.420388650149106979e-02
5.462673902511596680e-01,1.139791235327720642e-01,3.253276050090789795e-01,1.442591473460197449e-02
5.364251732826232910e-01,1.156597509980201721e-01,3.332473039627075195e-01,1.466782949864864349e-02
5.191706418991088867e-01,1.124550029635429382e-01,3.543400764465332031e-01,1.403425913304090500e-02
5.260424017906188965e-01,1.132298260927200317e-01,3.465393781661987305e-01,1.418842747807502747e-02
5.528964996337890625e-01,1.107746586203575134e-01,3.226578235626220703e-01,1.367104612290859222e-02
4.618670642375946045e-01,1.164659857749938965e-01,4.073400199413299561e-01,1.432685740292072296e-02
3.449937701225280762e-01,1.178185418248176575e-01,5.219318270683288574e-01,1.525589358061552048e-02
5.635159015655517578e-01,1.118882298469543457e-01,3.103928267955780029e-01,1.420304086059331894e-02
4.827715158462524414e-01,1.130207031965255737e-01,3.903250992298126221e-01,1.388270221650600433e-02
5.492819547653198242e-01,1.136398985981941223e-01,3.222685158252716064e-01,1.480953767895698547e-02
5.048310160636901855e-01,1.149550303816795349e-01,3.657644689083099365e-01,1.444949116557836533e-02
5.275803208351135254e-01,1.133729517459869385e-01,3.450905084609985352e-01,1.395619381219148636e-02
5.468848943710327148e-01,1.135498806834220886e-01,3.253024220466613770e-01,1.426278613507747650e-02
5.429250001907348633e-01,1.136290505528450012e-01,3.292024731636047363e-01,1.424347143620252609e-02
5.531447529792785645e-01,1.125328093767166138e-01,3.201526999473571777e-01,1.416975073516368866e-02
5.195485353469848633e-01,1.138056591153144836e-01,3.524233400821685791e-01,1.422249991446733475e-02
4.177550077438354492e-01,1.211078241467475891e-01,4.455337822437286377e-01,1.560338400304317474e-02
5.011126995086669922e-01,1.144354641437530518e-01,3.701855838298797607e-01,1.426627300679683685e-02
5.478217601776123047e-01,1.139126196503639221e-01,3.236083090305328369e-01,1.465735491365194321e-02
4.937867820262908936e-01,1.152246519923210144e-01,3.766448199748992920e-01,1.434376649558544159e-02
5.095493793487548828e-01,1.141172572970390320e-01,3.621498942375183105e-01,1.418348401784896851e-02
5.103879570960998535e-01,1.140640676021575928e-01,3.611626327037811279e-01,1.438535191118717194e-02
5.615534782409667969e-01,1.122589930891990662e-01,3.119047880172729492e-01,1.428274624049663544e-02
5.469511747360229492e-01,1.123492643237113953e-01,3.263523876667022705e-01,1.434719841927289963e-02
5.349983572959899902e-01,1.150364279747009277e-01,3.353198468685150146e-01,1.464536041021347046e-02
5.199630856513977051e-01,1.136314421892166138e-01,3.522949218750000000e-01,1.411052513867616653e-02
1.089304964989423752e-02,1.003680676221847534e-01,1.167662367224693298e-01,7.719727158546447754e-01
1.924357414245605469e-01,1.870676279067993164e-01,5.929271578788757324e-01,2.756942808628082275e-02
1.221390888094902039e-01,6.374864578247070312e-01,2.005365937948226929e-01,3.983791545033454895e-02
