Sample 1:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 2:
Class 0: Probability 1.0
Class 1: Probability 0.0
Sample 3:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 4:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 5:
Class 0: Probability 1.0
Class 1: Probability 0.0
Sample 6:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 7:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 8:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 9:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 10:
Class 0: Probability 1.0
Class 1: Probability 0.0
Sample 11:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 12:
Class 0: Probability 1.0
Class 1: Probability 0.0
Sample 13:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 14:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 15:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 16:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 17:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 18:
Class 0: Probability 0.0
Class 1: Probability 1.0
Sample 19:
Class 0: Probability 1.0
Class 1: Probability 0.0
Sample 20:
Class 0: Probability 0.0
Class 1: Probability 1.0
